LÄNSKOD;LÄN;KOMMUNKOD;KOMMUN;LOKALID;LOKAL;2026-08-26;2026-08-27;2026-08-28;2026-08-29;2026-08-30;2026-08-31;2026-09-01;2026-09-02;2026-09-03;2026-09-04;2026-09-05;2026-09-06;2026-09-07;2026-09-08;2026-09-09;2026-09-10;2026-09-11;2026-09-12;2026-09-13;TOTAL
01;Stockholm;80;Stockholm;0180029;Stadshuset;409;347;322;0;0;321;286;387;349;311;0;0;0;0;0;0;0;0;0;2732
01;Stockholm;80;Stockholm;0180023;Stockholms central, Centralhallen;1020;715;684;360;487;614;585;711;659;733;233;0;0;0;0;0;0;0;0;6801
01;Stockholm;80;Stockholm;0180065;Stockholms universitetet;79;79;65;0;0;108;141;126;146;142;0;0;0;0;0;0;0;0;0;886
01;Stockholm;80;Stockholm;0180047;Telefonplan;357;280;295;140;270;271;260;345;307;305;189;0;0;0;0;0;0;0;0;3019
01;Stockholm;80;Stockholm;0180009;Tensta bibliotek;268;253;216;61;90;290;214;290;245;223;124;0;0;0;0;0;0;0;0;2274
01;Stockholm;80;Stockholm;0180046;Vällingby bibliotek;471;483;390;260;400;481;388;521;554;451;264;0;0;0;0;0;0;0;0;4663
01;Stockholm;80;Stockholm;0180069;bEGRÄNSAT TILLTR. Fridh./Alströmerh.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholm;80;Stockholm;0180078;bEGRÄNSAT TILLTR. Kista serviceh/VoB;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4
01;Stockholm;80;Stockholm;0180053;Älvsjö medborgarkontor;227;194;187;92;122;203;252;232;179;229;118;0;0;0;0;0;0;0;0;2035
01;Stockholm;80;Stockholm;0180044;Årsta bibliotek;202;227;161;151;0;200;190;201;216;219;113;0;0;0;0;0;0;0;0;1880
01;Stockholm;80;Stockholm;0180032;Östberga kulturhus;35;62;29;0;69;42;34;51;38;34;0;0;0;0;0;0;0;0;0;394
01;Stockholm;80;Stockholm;0180011;Östermalms bibliotek;616;598;511;325;362;658;502;637;609;551;216;0;0;0;0;0;0;0;0;5585
01;Stockholm;81;Södertälje;0181026;Aktivitetshuset Mosaik Ronna;54;54;78;10;36;66;70;57;64;57;48;0;0;0;0;0;0;0;0;594
01;Stockholm;81;Södertälje;0181025;Ambulerande röstmottagning;0;0;0;0;0;24;73;56;7;31;0;0;0;0;0;0;0;0;0;191
01;Stockholm;81;Södertälje;0181004;Enhörna församlingshem;0;0;0;0;125;115;99;0;0;0;0;0;0;0;0;0;0;0;0;339
01;Stockholm;81;Södertälje;0181031;Fornhöjden centrum;0;0;0;0;127;0;0;0;0;0;71;0;0;0;0;0;0;0;0;198
01;Stockholm;81;Södertälje;0181006;Futurum Järna;199;158;154;62;99;201;238;223;198;182;100;0;0;0;0;0;0;0;0;1814
01;Stockholm;81;Södertälje;0181008;Hovsjö Hub;84;111;61;21;28;108;119;98;68;55;26;0;0;0;0;0;0;0;0;779
01;Stockholm;81;Södertälje;0181029;Hölö IP;0;200;0;0;0;0;0;0;276;0;0;0;0;0;0;0;0;0;0;476
01;Stockholm;81;Södertälje;0181028;Morabergs handelsplats;149;151;174;108;164;224;244;245;234;236;129;0;0;0;0;0;0;0;0;2058
01;Stockholm;81;Södertälje;0181001;Mölnboskogens aktivitetshall;0;0;0;38;57;0;0;0;0;0;40;0;0;0;0;0;0;0;0;135
01;Stockholm;81;Södertälje;0181009;Mötesplats Bergvik;112;103;83;39;0;0;0;158;114;107;66;0;0;0;0;0;0;0;0;782
01;Stockholm;81;Södertälje;0181034;Saltsjötorg;0;0;143;37;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;269
01;Stockholm;81;Södertälje;0181032;Scania Tekniskt center;162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162
01;Stockholm;81;Södertälje;0181036;Scania huvudkontor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholm;81;Södertälje;0181011;SiS Tysslinge;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13
01;Stockholm;81;Södertälje;0181038;St:a Ragnhildgymnasiet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholm;81;Södertälje;0181010;Stadshuset Södertälje kommun;194;146;106;43;72;138;106;112;118;98;51;0;0;0;0;0;0;0;0;1184
01;Stockholm;81;Södertälje;0181030;Stora torget, Södertälje centrum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholm;81;Södertälje;0181027;Södertälje Syd;50;76;83;32;54;87;68;46;61;63;29;0;0;0;0;0;0;0;0;649
01;Stockholm;81;Södertälje;0181003;Södertälje centrum, Storgatan 17;258;223;283;72;112;235;248;232;224;206;128;0;0;0;0;0;0;0;0;2221
01;Stockholm;81;Södertälje;0181035;Södertälje station;0;0;0;0;0;0;0;181;0;0;0;0;0;0;0;0;0;0;0;181
01;Stockholm;81;Södertälje;0181039;Torekällgymnasiet;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;61
01;Stockholm;81;Södertälje;0181037;Täljegymnasiet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholm;81;Södertälje;0181005;Vasa handelsplats;224;253;251;144;215;304;304;301;389;320;190;0;0;0;0;0;0;0;0;2895
01;Stockholm;81;Södertälje;0181033;Östertälje station;0;0;0;0;0;232;0;0;0;0;0;0;0;0;0;0;0;0;0;232
01;Stockholm;82;Nacka;0182023;Ambulerande röstmottagning;0;0;0;0;0;2;0;4;25;4;0;0;0;0;0;0;0;0;0;35
01;Stockholm;82;Nacka;0182012;Danvikshem;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;84
01;Stockholm;82;Nacka;0182003;Dieselverkstaden;289;304;236;192;226;306;340;355;307;357;240;0;0;0;0;0;0;0;0;3152
01;Stockholm;82;Nacka;0182026;Ednahemmet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholm;82;Nacka;0182009;Ersta Sarahemmet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholm;82;Nacka;0182018;Fisksätra bibliotek;82;92;106;38;43;123;107;106;106;86;32;0;0;0;0;0;0;0;0;921
01;Stockholm;82;Nacka;0182021;Graninge Strand;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholm;82;Nacka;0182005;Igelboda skola;142;127;110;67;81;170;176;169;198;184;108;0;0;0;0;0;0;0;0;1532
01;Stockholm;82;Nacka;0182024;NSC Sjötäppan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholm;82;Nacka;0182025;NSC Sofiero;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholm;82;Nacka;0182002;Nacka Forum, plan 0;566;640;562;589;521;668;633;640;680;604;433;0;0;0;0;0;0;0;0;6536
01;Stockholm;82;Nacka;0182011;Nacka Seniorcenter Ektorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholm;82;Nacka;0182013;Nacka Seniorcenter Talliden;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;31
01;Stockholm;82;Nacka;0182020;Nacka stadshus;76;66;40;0;1;42;52;51;47;61;0;0;0;0;0;0;0;0;0;436
01;Stockholm;82;Nacka;0182001;Orminge bibliotek;287;308;305;192;207;418;392;407;366;427;167;0;0;0;0;0;0;0;0;3476
01;Stockholm;82;Nacka;0182010;Saltsjöbadens sjukhus;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;36
01;Stockholm;82;Nacka;0182016;Vardaga Lillängen;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;22
01;Stockholm;82;Nacka;0182007;Vardaga villa Sarvträsk;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;18
01;Stockholm;82;Nacka;0182008;Villa Tollare;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;27
01;Stockholm;82;Nacka;0182004;Älta bibliotek;154;111;106;113;92;139;113;145;148;160;118;0;0;0;0;0;0;0;0;1399
01;Stockholm;83;Sundbyberg;0183008;Ambulerande röstmottagning;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholm;83;Sundbyberg;0183005;Biblioteket Hallonbergen C;172;94;125;75;0;190;118;196;139;137;114;0;0;0;0;0;0;0;0;1360
01;Stockholm;83;Sundbyberg;0183004;Biblioteket Signalfabriken;477;423;402;228;277;476;430;531;407;488;329;0;0;0;0;0;0;0;0;4468
01;Stockholm;83;Sundbyberg;0183007;Bällstahof;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholm;83;Sundbyberg;0183002;Ekbacken;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholm;83;Sundbyberg;0183001;Förvaltarens träfflokal i Rissne;94;87;72;44;61;84;81;80;106;90;49;0;0;0;0;0;0;0;0;848
01;Stockholm;83;Sundbyberg;0183003;Hallonhöjden;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholm;83;Sundbyberg;0183009;Kulturhuset;85;56;46;48;0;56;62;70;72;60;61;0;0;0;0;0;0;0;0;616
01;Stockholm;83;Sundbyberg;0183006;Stadshuset;77;65;55;0;0;81;64;77;63;54;0;0;0;0;0;0;0;0;0;536
01;Stockholm;83;Sundbyberg;0183010;Vardaga Villa Tule;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholm;84;Solna;0184011;Ambulerande röstmottagning;1;0;2;0;0;5;3;31;6;1;0;0;0;0;0;0;0;0;0;49
01;Stockholm;84;Solna;0184006;Ankaret i Hagalund;0;0;0;0;0;107;0;80;0;76;0;0;0;0;0;0;0;0;0;263
01;Stockholm;84;Solna;0184001;Biblioteket i Bergshamra;182;168;95;92;0;167;100;200;175;101;90;0;0;0;0;0;0;0;0;1370
01;Stockholm;84;Solna;0184002;Biblioteket i Solna centrum;421;594;552;411;0;683;640;617;606;559;252;0;0;0;0;0;0;0;0;5335
01;Stockholm;84;Solna;0184005;Hallen äldreboende;0;0;0;0;0;117;0;0;111;0;0;0;0;0;0;0;0;0;0;228
01;Stockholm;84;Solna;0184004;Skoga Omvårdnadsboende;0;0;0;0;0;0;164;0;158;0;0;0;0;0;0;0;0;0;0;322
01;Stockholm;84;Solna;0184009;Solna Simhall;0;0;0;0;0;0;0;232;0;136;131;0;0;0;0;0;0;0;0;499
01;Stockholm;84;Solna;0184003;Solna stadshus;353;283;207;0;335;218;218;218;210;168;0;0;0;0;0;0;0;0;0;2210
01;Stockholm;84;Solna;0184010;Valbuss;0;0;0;0;172;0;113;122;53;135;65;0;0;0;0;0;0;0;0;660
01;Stockholm;86;Lidingö;0186010;Ambulerande röstmottagning;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholm;86;Lidingö;0186004;Föreningsgården Larsberg;115;123;103;75;144;93;121;118;111;79;98;0;0;0;0;0;0;0;0;1180
01;Stockholm;86;Lidingö;0186011;Nova fritidsgård;50;36;40;46;74;37;31;53;44;44;44;0;0;0;0;0;0;0;0;499
01;Stockholm;86;Lidingö;0186005;Stadshuset;567;441;500;304;360;547;576;719;550;561;248;0;0;0;0;0;0;0;0;5373
01;Stockholm;87;Vaxholm;0187002;Ambulerande röstmottagning;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;27
01;Stockholm;87;Vaxholm;0187001;Lägerbacken;165;147;143;94;128;176;141;188;177;207;141;0;0;0;0;0;0;0;0;1707
01;Stockholm;88;Norrtälje;0188015;Ambulerande röstmottagning;22;6;27;0;0;64;27;42;59;47;0;0;0;0;0;0;0;0;0;294
01;Stockholm;88;Norrtälje;0188007;Bergshamra bygdegård;81;50;58;0;0;34;55;42;60;57;0;0;0;0;0;0;0;0;0;437
01;Stockholm;88;Norrtälje;0188012;Biblioteksbussen;5;18;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;27
01;Stockholm;88;Norrtälje;0188009;Edsbro bibliotek;47;42;0;0;0;0;0;39;51;0;0;0;0;0;0;0;0;0;0;179
01;Stockholm;88;Norrtälje;0188010;Gräddö by samfällighetslokal;57;68;65;0;0;0;0;96;76;80;0;0;0;0;0;0;0;0;0;442
01;Stockholm;88;Norrtälje;0188004;Hallstaviks bibliotek;121;149;147;78;0;173;168;154;157;152;106;0;0;0;0;0;0;0;0;1405
01;Stockholm;88;Norrtälje;0188001;Herrängs bibliotek;28;0;0;0;0;0;32;27;0;0;0;0;0;0;0;0;0;0;0;87
01;Stockholm;88;Norrtälje;0188011;Kommunhuset Ankaret;174;194;150;85;157;174;195;224;242;162;134;0;0;0;0;0;0;0;0;1891
01;Stockholm;88;Norrtälje;0188002;Kriminalvårdsanstalten Norrtälje;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholm;88;Norrtälje;0188016;Norrtälje Hamnkontor;41;61;56;30;0;66;70;67;65;88;63;0;0;0;0;0;0;0;0;607
01;Stockholm;88;Norrtälje;0188003;Norrtälje stadsbibliotek;428;487;371;238;0;500;505;586;517;411;230;0;0;0;0;0;0;0;0;4273
01;Stockholm;88;Norrtälje;0188006;Rimbo kontaktcenter;147;189;155;114;0;119;250;189;155;168;137;0;0;0;0;0;0;0;0;1623
01;Stockholm;88;Norrtälje;0188008;Rodengymnasiet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholm;88;Norrtälje;0188014;Roslagens Sparbank;107;72;114;0;0;119;128;98;97;135;0;0;0;0;0;0;0;0;0;870
01;Stockholm;88;Norrtälje;0188013;Rånäs bibliotek;17;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;49
01;Stockholm;88;Norrtälje;0188005;Väddö Träffpunkt;123;92;99;93;0;0;0;184;137;120;118;0;0;0;0;0;0;0;0;966
01;Stockholm;91;Sigtuna;0191007;Ambulerande röstmottagning;0;4;8;0;0;8;29;15;11;15;0;0;0;0;0;0;0;0;0;90
01;Stockholm;91;Sigtuna;0191001;Anstalten Rosersberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01;Stockholm;91;Sigtuna;0191004;Humlegården;206;161;133;71;138;151;164;168;139;177;85;0;0;0;0;0;0;0;0;1593
01;Stockholm;91;Sigtuna;0191003;Kulturlänken;170;181;164;75;119;167;146;140;162;159;78;0;0;0;0;0;0;0;0;1561
01;Stockholm;91;Sigtuna;0191005;Mötesplatsen, Valsta centrum;136;112;127;56;84;115;173;145;118;130;88;0;0;0;0;0;0;0;0;1284
01;Stockholm;91;Sigtuna;0191006;Parkering framför Pinbackshallen;244;271;248;186;257;277;297;337;305;329;204;0;0;0;0;0;0;0;0;2955
01;Stockholm;91;Sigtuna;0191002;Rosersbergs bibliotek;63;0;34;0;47;0;48;38;0;54;0;0;0;0;0;0;0;0;0;284
01;Stockholm;92;Nynäshamn;0192006;Ambulerande röstmottagning;0;7;5;0;0;6;6;8;5;9;0;0;0;0;0;0;0;0;0;46
01;Stockholm;92;Nynäshamn;0192001;Centrumhuset Ösmo;87;98;63;0;0;111;94;94;89;88;0;0;0;0;0;0;0;0;0;724
01;Stockholm;92;Nynäshamn;0192005;Nickstadalen;7;20;23;0;0;24;10;16;19;20;0;0;0;0;0;0;0;0;0;139
01;Stockholm;92;Nynäshamn;0192002;Nynäshamns kulturhus;228;254;229;126;139;250;259;239;235;253;98;0;0;0;0;0;0;0;0;2310
01;Stockholm;92;Nynäshamn;0192003;Seglargränd gästhamnen;91;113;110;31;54;126;126;137;127;161;81;0;0;0;0;0;0;0;0;1157
01;Stockholm;92;Nynäshamn;0192004;Sorunda bygdegård;58;59;35;0;0;78;47;64;78;61;0;0;0;0;0;0;0;0;0;480
03;Uppsala;05;Håbo;0305007;Ambulerande röstmottagning;0;0;2;0;0;2;1;0;0;2;0;0;0;0;0;0;0;0;0;7
03;Uppsala;05;Håbo;0305002;Bålsta centrum;207;238;178;178;238;259;266;304;306;274;203;0;0;0;0;0;0;0;0;2651
03;Uppsala;05;Håbo;0305005;Parkgårdens äldreboende;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03;Uppsala;05;Håbo;0305004;Pomona äldreboende;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;10
03;Uppsala;05;Håbo;0305001;Slottsskolans sporthall;44;0;0;0;69;0;0;75;0;0;0;0;0;0;0;0;0;0;0;188
03;Uppsala;05;Håbo;0305006;Solängens och Dalängens äldreboenden;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03;Uppsala;19;Älvkarleby;0319003;Ambulerande röstmottagning;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;7
03;Uppsala;19;Älvkarleby;0319001;Biblioteket Skutskär;199;194;167;94;50;203;220;228;184;183;97;0;0;0;0;0;0;0;0;1819
03;Uppsala;19;Älvkarleby;0319002;Ljusgården, Kommunhuset;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03;Uppsala;30;Knivsta;0330002;Alsike skola;0;0;0;37;101;0;0;0;0;0;56;0;0;0;0;0;0;0;0;194
03;Uppsala;30;Knivsta;0330003;Ambulerande röstmottagning;0;0;0;0;0;0;6;11;0;0;0;0;0;0;0;0;0;0;0;17
03;Uppsala;30;Knivsta;0330001;Knivsta kommunhus;246;230;219;121;119;269;226;269;243;253;162;0;0;0;0;0;0;0;0;2357
03;Uppsala;31;Heby;0331008;Ambulerande röstmottagning;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;13
03;Uppsala;31;Heby;0331003;Birgittagården, Harbo;0;0;0;0;0;0;0;148;0;0;0;0;0;0;0;0;0;0;0;148
03;Uppsala;31;Heby;0331004;Enåkers Bygdegård;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;43
03;Uppsala;31;Heby;0331002;Fokus, Östervåla;94;0;0;0;0;161;0;0;342;0;0;0;0;0;0;0;0;0;0;597
03;Uppsala;31;Heby;0331001;Folkets hus, Tärnsjö;0;92;0;0;0;0;100;0;21;0;0;0;0;0;0;0;0;0;0;213
03;Uppsala;31;Heby;0331005;Församlingshemmet, Huddunge;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;44
03;Uppsala;31;Heby;0331007;Heby Folkets Hus;60;70;95;52;43;70;78;66;87;91;72;0;0;0;0;0;0;0;0;784
03;Uppsala;31;Heby;0331009;Kommunhuset, Heby;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03;Uppsala;31;Heby;0331006;Kyrkans allrum, Morgongåva;0;0;0;0;0;0;0;206;0;0;0;0;0;0;0;0;0;0;0;206
03;Uppsala;60;Tierp;0360007;Ambulerande röstmottagning;0;0;1;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;31
03;Uppsala;60;Tierp;0360005;Karlholms bibliotek;0;0;0;0;0;48;48;0;60;25;0;0;0;0;0;0;0;0;0;181
03;Uppsala;60;Tierp;0360008;Kommunhuset, Tierp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03;Uppsala;60;Tierp;0360003;Kulturhuset Möbeln;97;120;161;100;75;211;194;187;215;226;114;0;0;0;0;0;0;0;0;1700
03;Uppsala;60;Tierp;0360001;Mehede skola, gymnastiksalen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03;Uppsala;60;Tierp;0360004;Skärplinge bibliotek;0;0;0;0;0;82;62;0;101;43;0;0;0;0;0;0;0;0;0;288
03;Uppsala;60;Tierp;0360006;Söderfors bibliotek;0;0;0;0;0;48;39;0;61;30;0;0;0;0;0;0;0;0;0;178
03;Uppsala;60;Tierp;0360002;Örbyhus bibliotek;0;0;0;0;0;107;83;0;118;55;0;0;0;0;0;0;0;0;0;363
03;Uppsala;80;Uppsala;0380020;Akademiska sjukhuset (Ingång10);135;137;114;0;0;137;157;121;176;157;57;0;0;0;0;0;0;0;0;1191
03;Uppsala;80;Uppsala;0380079;Ambulerande röstmottagning;12;20;23;0;0;24;25;37;27;23;0;0;0;0;0;0;0;0;0;191
03;Uppsala;80;Uppsala;0380035;Andreas And;0;0;0;0;0;0;24;0;3;0;0;0;0;0;0;0;0;0;0;27
03;Uppsala;80;Uppsala;0380027;Anstalten Åby;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03;Uppsala;80;Uppsala;0380036;Attendo Fortuna;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;22
03;Uppsala;80;Uppsala;0380037;Attendo Kapellgärdet Norra;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35
03;Uppsala;80;Uppsala;0380038;Attendo Orgelgatan;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73
03;Uppsala;80;Uppsala;0380039;Attendo Råbyvägen;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;29
03;Uppsala;80;Uppsala;0380040;Attendo Sandelska;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32
03;Uppsala;80;Uppsala;0380041;Attendo Topelius;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41
03;Uppsala;80;Uppsala;0380049;Balder;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;29
03;Uppsala;80;Uppsala;0380050;Bernadotte 1 och 2;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;45
03;Uppsala;80;Uppsala;0380051;Björkgården;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;18
03;Uppsala;80;Uppsala;0380023;Björklingebiblioteket;65;105;0;0;0;142;0;156;172;0;0;0;0;0;0;0;0;0;0;640
03;Uppsala;80;Uppsala;0380052;Björklingegården;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
03;Uppsala;80;Uppsala;0380001;Bolandcity;274;267;245;301;323;300;343;325;352;377;203;0;0;0;0;0;0;0;0;3310
03;Uppsala;80;Uppsala;0380022;Bälingebiblioteket;75;0;0;0;0;79;109;72;0;0;105;0;0;0;0;0;0;0;0;440
03;Uppsala;80;Uppsala;0380053;Dalbyhemmet 1 och 2;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;16
03;Uppsala;80;Uppsala;0380042;Ebbagården;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;16
03;Uppsala;80;Uppsala;0380003;Ekonomikum;240;193;194;96;0;193;216;224;196;188;160;0;0;0;0;0;0;0;0;1900
03;Uppsala;80;Uppsala;0380054;Erikdalsgården;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;36
03;Uppsala;80;Uppsala;0380055;Ferlin;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27
03;Uppsala;80;Uppsala;0380014;Fyrishov;217;215;196;133;231;211;237;214;238;228;127;0;0;0;0;0;0;0;0;2247
03;Uppsala;80;Uppsala;0380056;Glimmervägen;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;40
03;Uppsala;80;Uppsala;0380011;Gottsundabiblioteket;353;395;307;250;1;444;427;398;420;318;178;0;0;0;0;0;0;0;0;3491
03;Uppsala;80;Uppsala;0380057;Granbommen;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19
03;Uppsala;80;Uppsala;0380025;Gränbystaden Galleria;585;661;671;764;809;793;910;966;902;928;427;0;0;0;0;0;0;0;0;8416
03;Uppsala;80;Uppsala;0380043;Gutasund;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;19
03;Uppsala;80;Uppsala;0380058;Hagundagården;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
03;Uppsala;80;Uppsala;0380059;Hasselparken 1 och 2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03;Uppsala;80;Uppsala;0380006;Häktet Uppsala;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;11
03;Uppsala;80;Uppsala;0380060;Höganäs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03;Uppsala;80;Uppsala;0380044;Juliahemmet;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;45
